Date and Time of initial call,Borough,Property,Location,Species Description,Species Status,Animal Condition,Animal Class,Final Ranger Action,# of Animals,Year,full_address
2024-05-06 13:00:00,Staten Island,LaTourette Park & Golf Course,nearing the main road,woodpecker (unknown),Native,Injured,"[""Birds""]",ACC,1.0,2024,"LaTourette Park & Golf Course, Staten Island, NY"
2024-05-06 13:30:00,Brooklyn,Prospect Park,Concrete beach by Boathouse,diamondback terrapin,Native,,"[""Terrestrial Reptile or Amphibian""]",Unfounded,0.0,2024,"Prospect Park, Brooklyn, NY"
2024-05-06 12:00:00,Brooklyn,Prospect Park,Park Circle,mallard duck,Native,Healthy,"[""Birds""]",Relocated/Condition Corrected,1.0,2024,"Prospect Park, Brooklyn, NY"
2024-05-05 08:30:00,Bronx,Crotona Park,Outside Tennis Center,dog,Domestic,Injured,"[""Domestic""]",ACC,1.0,2024,"Crotona Park, Bronx, NY"
2024-04-21 13:45:00,Queens,Rockaway Beach and Boardwalk,Beach 81st Street,gray seal,Native,Healthy,"[""Marine Mammals-seals only""]",Monitored Animal,1.0,2024,"Rockaway Beach and Boardwalk, Queens, NY"
2024-05-01 07:35:00,Queens,Forest Park,In front of Visitor Center,budgerigar,Exotic,Unhealthy,"[""Birds""]",Relocated/Condition Corrected,1.0,2024,"Forest Park, Queens, NY"
2024-05-04 16:10:00,Manhattan,Central Park,"40.79848 N, 73.95734 W",raccoon,Native,Unhealthy,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Central Park, Manhattan, NY"
2024-05-04 13:00:00,Bronx,Bronx Park,Waring Playground,dog,Domestic,Healthy,"[""Domestic""]",ACC,1.0,2024,"Bronx Park, Bronx, NY"
2024-05-03 12:30:00,Bronx,Pelham Bay Park,Pelham Bay South BBQ area,mourning dove,Native,Injured,"[""Birds""]",Rehabilitator,1.0,2024,"Pelham Bay Park, Bronx, NY"
2024-05-03 09:30:00,Brooklyn,Marine Park,Released south side of the Salt Marsh Trail.,brant,Native,Healthy,"[""Birds""]",Released back into Park after Rehabilitation,1.0,2024,"Marine Park, Brooklyn, NY"
2024-05-03 09:30:00,Brooklyn,Canarsie Park,Canarsie Park between ball fields 5 and 6,virginia opossum,Native,Injured,"[""Small Mammals-non RVS""]",Unfounded,0.0,2024,"Canarsie Park, Brooklyn, NY"
2024-05-03 09:15:00,Queens,Juniper Valley Park,Juniper Blvd and 78th street,eastern gray squirrel,Native,Injured,"[""Small Mammals-non RVS""]",ACC,1.0,2024,"Juniper Valley Park, Queens, NY"
2024-05-03 14:00:00,Manhattan,Central Park,110th street and Adam clayton Powell,mourning dove,Native,Injured,"[""Birds""]",Rehabilitator,1.0,2024,"Central Park, Manhattan, NY"
2024-05-03 09:45:00,Bronx,Starlight Park,Found on the ground near trees,european starling,Invasive,Healthy,"[""Birds""]",Rehabilitator,1.0,2024,"Starlight Park, Bronx, NY"
2024-05-01 09:00:00,Brooklyn,Prospect Park,"Prospect Park Near Quaker Cemetery and Lookout Hill, by dumpster",domestic rabbit,Domestic,Healthy,"[""Domestic"",""Small Mammals-non RVS""]",ACC,1.0,2024,"Prospect Park, Brooklyn, NY"
2024-05-01 17:40:00,Brooklyn,Marine Park,In the marsh near the bridge,mallard,Native,Unhealthy,"[""Birds""]",ACC,1.0,2024,"Marine Park, Brooklyn, NY"
2024-05-01 17:25:00,Brooklyn,Prospect Park,Near lullwater/teardrop island,raccoon,Native,Healthy,"[""Small Mammals-RVS""]",Relocated/Condition Corrected,1.0,2024,"Prospect Park, Brooklyn, NY"
2024-04-30 17:30:00,Queens,Flushing Meadows Corona Park,"40.74652° N, 73.85248° W",raccoon,Native,Unhealthy,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Flushing Meadows Corona Park, Queens, NY"
2024-04-30 09:30:00,Manhattan,Central Park,the Pond at 59th Street/ Gapstow arch,mallard,Native,Healthy,"[""Birds""]",Monitored Animal,2.0,2024,"Central Park, Manhattan, NY"
2024-04-30 16:30:00,Staten Island,Lemon Creek Park,Feral cat colony in Sharrots Rd parking lot,cat,Domestic,Healthy,"[""Domestic""]",Advised/Educated others,4.0,2024,"Lemon Creek Park, Staten Island, NY"
2024-04-30 15:30:00,Staten Island,Faber Pool and Park,On the side of the rec center,cat,Domestic,Injured,"[""Domestic""]",Monitored Animal,1.0,2024,"Faber Pool and Park, Staten Island, NY"
2024-04-30 14:10:00,Manhattan,Central Park,"Nearest cross street is 79th and CPW, inside park on fenced lawn",eastern gray squirrel,Native,Injured,"[""Small Mammals-non RVS""]",Advised/Educated others,1.0,2024,"Central Park, Manhattan, NY"
2024-04-30 14:00:00,Manhattan,Riverside Park,Just south of the 79th St. Boat Basin,canada goose,Native,Healthy,"[""Birds""]",Monitored Animal,2.0,2024,"Riverside Park, Manhattan, NY"
2024-04-29 16:00:00,Manhattan,Central Park,"The Pool, closest cross streets 102nd St & CPW",gadwall,Native,Unhealthy,"[""Birds""]",Monitored Animal,1.0,2024,"Central Park, Manhattan, NY"
2024-04-30 07:45:00,Staten Island,Ocean Breeze Track & Field Athletic Complex,Entrance to the parking garage near the horse stables,northern parula,Native,Healthy,"[""Birds""]",Relocated/Condition Corrected,1.0,2024,"Ocean Breeze Track & Field Athletic Complex, Staten Island, NY"
2024-04-30 08:45:00,Staten Island,Ocean Breeze Track & Field Athletic Complex,On the side of the building near the dumpsters,black-throated blue warbler,Native,DOA,"[""Birds""]",Relocated/Condition Corrected,1.0,2024,"Ocean Breeze Track & Field Athletic Complex, Staten Island, NY"
2024-04-30 07:45:00,Staten Island,Ocean Breeze Track & Field Athletic Complex,Behind the Complex near the dumpsters,clapper rail,Native,DOA,"[""Birds""]",Relocated/Condition Corrected,1.0,2024,"Ocean Breeze Track & Field Athletic Complex, Staten Island, NY"
2024-04-29 12:00:00,Bronx,Cedar Playground,Cedar Ave and Tremont Ave,corn snake,Exotic,Injured,"[""Terrestrial Reptile or Amphibian""]",ACC,1.0,2024,"Cedar Playground, Bronx, NY"
2024-04-29 10:38:00,Bronx,Van Cortlandt Park,Forest avenue and Jerome Ave,chicken,Domestic,Healthy,"[""Domestic""]",ACC,1.0,2024,"Van Cortlandt Park, Bronx, NY"
2024-04-22 17:45:00,Manhattan,Central Park,Conservatory Garden,raccoon,Native,Healthy,"[""Small Mammals-RVS""]",Relocated/Condition Corrected,1.0,2024,"Central Park, Manhattan, NY"
2024-04-29 08:05:00,Brooklyn,Prospect Park,"Entrance across from the Parade Ground, behind Peristyle.",red-eared slider,Invasive,Healthy,"[""Terrestrial Reptile or Amphibian""]",ACC,5.0,2024,"Prospect Park, Brooklyn, NY"
2024-04-29 08:55:00,Staten Island,Clove Lakes Park,"500ft right of Stonehenge bridge    (40°37'09.9""N 74°06'37.9""W)",osprey,Native,Healthy,"[""Raptors""]",Monitored Animal,1.0,2024,"Clove Lakes Park, Staten Island, NY"
2024-04-28 16:32:00,Queens,Bowne Park,By the pond,greylag goose,Domestic,Injured,"[""Birds""]",ACC,1.0,2024,"Bowne Park, Queens, NY"
2024-04-28 12:00:00,Queens,Kissena Park,Boathouse,eastern gray squirrel,Native,Injured,"[""Small Mammals-non RVS""]",Rehabilitator,1.0,2024,"Kissena Park, Queens, NY"
2024-04-28 08:45:00,Staten Island,Bloomingdale Park,Basketball Courts,ring-billed gull,Native,Injured,"[""Birds""]",Rehabilitator,1.0,2024,"Bloomingdale Park, Staten Island, NY"
2024-04-28 08:30:00,Manhattan,Randall's Island Park,"Parking lot, near ball field",raccoon,Native,Unhealthy,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Randall's Island Park, Manhattan, NY"
2024-04-27 17:10:00,Queens,Astoria Park,"beneath Hells Gat Bridge, initially on the rocks, eventually flew into trees above lawn.",peregrine falcon,Native,Unhealthy,"[""Raptors""]",Monitored Animal,1.0,2024,"Astoria Park, Queens, NY"
2024-04-27 15:55:00,Queens,Playground Ninety,By handball courts,cat,Domestic,Injured,"[""Domestic""]",ACC,1.0,2024,"Playground Ninety, Queens, NY"
2024-04-26 16:55:00,Staten Island,Street Tree,corner of Genesee Avenue and Armstrong Avenue,squirrel,Native,Injured,"[""Small Mammals-non RVS""]",Unfounded,0.0,2024,"Street Tree, Staten Island, NY"
2024-04-26 14:00:00,Staten Island,Clove Lakes Park,waterfall between Clove and Martling Pond,dog,Domestic,DOA,"[""Domestic""]",Relocated/Condition Corrected,1.0,2024,"Clove Lakes Park, Staten Island, NY"
2024-04-26 00:00:00,Brooklyn,Shore Park and Parkway,Shore Parkway,grey seal,Native,Healthy,"[""Marine Mammals-seals only""]",Monitored Animal,1.0,2024,"Shore Park and Parkway, Brooklyn, NY"
2024-04-25 11:00:00,Brooklyn,Leif Ericson Park,In a London Plane near the 8th ave playground,red-tailed hawk,Native,Healthy,"[""Raptors""]",Monitored Animal,1.0,2024,"Leif Ericson Park, Brooklyn, NY"
2024-04-24 21:00:00,Brooklyn,Shore Park and Parkway,Denyse Ferry landing beach,gray seal,Native,Healthy,"[""Marine Mammals-seals only""]",Monitored Animal,1.0,2024,"Shore Park and Parkway, Brooklyn, NY"
2024-04-25 14:15:00,Bronx,Van Cortlandt Park,Near Golf Course,eastern gray squirrel,Native,Injured,"[""Small Mammals-non RVS""]",Unfounded,0.0,2024,"Van Cortlandt Park, Bronx, NY"
2024-04-25 11:04:00,Queens,Captain Tilly Park,"By the south end of the pond, 40.7116526, -73.7986308",raccoon,Native,Unhealthy,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Captain Tilly Park, Queens, NY"
2024-04-24 18:40:00,Manhattan,Central Park,"West drive and 81st street. lamp post W8001 (40.7805876, -73.9703468)",raccoon,Native,DOA,"[""Small Mammals-RVS""]",Relocated/Condition Corrected,1.0,2024,"Central Park, Manhattan, NY"
2024-04-25 14:15:00,Queens,Baisley Pond Park,Public restroom on east side of pond,cat,Domestic,Healthy,"[""Domestic""]",ACC,1.0,2024,"Baisley Pond Park, Queens, NY"
2024-04-24 13:35:00,Queens,Baisley Pond Park,South Portion of Park inside public restroom at 130th St/150th Av,cat,Domestic,Injured,"[""Domestic""]",ACC,1.0,2024,"Baisley Pond Park, Queens, NY"
2024-04-17 08:30:00,Brooklyn,Brooklyn Bridge Park,Pier 1,eastern red bat,Native,Injured,"[""Small Mammals-RVS""]",Relocated/Condition Corrected,1.0,2024,"Brooklyn Bridge Park, Brooklyn, NY"
2024-04-23 00:00:00,Bronx,Ranaqua Park,1 Bronx River Parkway,dog,Domestic,Healthy,"[""Domestic""]",ACC,1.0,2024,"Ranaqua Park, Bronx, NY"
2024-04-22 13:30:00,Queens,Forest Park,"Nearby K9 Korral Dog Run, 40.697219, -73.859510",raccoon,Native,Injured,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Forest Park, Queens, NY"
2024-04-21 16:15:00,Queens,Fort Totten Park,inside a torpedo magazine,fancy dove,Domestic,Injured,"[""Domestic"",""Birds""]",ACC,1.0,2024,"Fort Totten Park, Queens, NY"
2024-04-22 09:15:00,Bronx,Van Cortlandt Park,Near the Golf House,eastern gray squirrel,Native,DOA,"[""Small Mammals-non RVS""]",Relocated/Condition Corrected,1.0,2024,"Van Cortlandt Park, Bronx, NY"
2024-04-22 15:00:00,Manhattan,Riverside Park,100st Riverside Park inside the park at the intersection of the paths,squirrel,Native,DOA,"[""Small Mammals-non RVS""]",Relocated/Condition Corrected,1.0,2024,"Riverside Park, Manhattan, NY"
2024-04-13 19:00:00,Manhattan,Central Park,"Dipway Arch, 59th St and 7th Avenue",raccoon,Domestic,,"[""Small Mammals-RVS""]",Unfounded,0.0,2024,"Central Park, Manhattan, NY"
2024-04-22 11:00:00,Manhattan,Central Park,Center drive/7th ave south of Hecksher playground,squirrel,Native,Injured,"[""Small Mammals-non RVS""]",Rehabilitator,1.0,2024,"Central Park, Manhattan, NY"
2024-04-22 10:45:00,Queens,Cunningham Park,193rd St and 81st Ave,dog,Domestic,Healthy,"[""Domestic""]",Relocated/Condition Corrected,1.0,2024,"Cunningham Park, Queens, NY"
2024-04-21 16:00:00,Bronx,Van Cortlandt Park,Northwest Woods (near Rockwood circle bathrooms),american woodcock,Native,Healthy,"[""Birds""]",Released back into Park after Rehabilitation,1.0,2024,"Van Cortlandt Park, Bronx, NY"
2024-04-21 11:00:00,Manhattan,Fort Tryon Park,Fort Tryon Park,deer,Native,Healthy,"[""Deer""]",Advised/Educated others,1.0,2024,"Fort Tryon Park, Manhattan, NY"
2024-04-21 10:00:00,Manhattan,Morningside Park,Playground at 123rd St. and Morningside Ave.,guinea fowl,Domestic,Healthy,"[""Domestic""]",ACC,1.0,2024,"Morningside Park, Manhattan, NY"
2024-04-21 09:00:00,Brooklyn,Lincoln Terrace / Arthur S. Somers Park,Concrete Courts,dog,Domestic,Unhealthy,"[""Domestic""]",ACC,2.0,2024,"Lincoln Terrace / Arthur S. Somers Park, Brooklyn, NY"
2024-04-21 08:40:00,Bronx,Pelham Bay Park,Near nature center,raccoon,Native,Unhealthy,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Pelham Bay Park, Bronx, NY"
2024-04-20 16:15:00,Brooklyn,Prospect Park,Maryland 400 Monument,american robin,Native,Healthy,"[""Birds""]",Relocated/Condition Corrected,1.0,2024,"Prospect Park, Brooklyn, NY"
2024-04-20 16:55:00,Queens,Forest Park,Green House,eastern gray squirrel,Native,Injured,"[""Small Mammals-non RVS""]",ACC,1.0,2024,"Forest Park, Queens, NY"
2024-04-20 09:00:00,Manhattan,Central Park,Conservatory Water,mallard duck,Native,Healthy,"[""Birds""]",Rehabilitator,1.0,2024,"Central Park, Manhattan, NY"
2024-04-19 15:00:00,Manhattan,Central Park,Conservatory Water,mallard duck,Native,Healthy,"[""Birds""]",Monitored Animal,1.0,2024,"Central Park, Manhattan, NY"
2024-04-20 14:30:00,Manhattan,Central Park,West 60th and West Drive,eastern grey squirrel,Native,Injured,"[""Small Mammals-non RVS""]",Rehabilitator,1.0,2024,"Central Park, Manhattan, NY"
2024-04-20 11:40:00,Staten Island,Wolfe's Pond Park,near restrooms,pigeon,Invasive,Unhealthy,"[""Birds""]",Advised/Educated others,1.0,2024,"Wolfe's Pond Park, Staten Island, NY"
2024-04-19 16:50:00,Manhattan,Randall's Island Park,Ward's Meadow Field 75,turkey,Native,Healthy,"[""Birds""]",Monitored Animal,1.0,2024,"Randall's Island Park, Manhattan, NY"
2024-04-19 14:20:00,Manhattan,Central Park,Bethesda terrace,mallard duck,Native,Healthy,"[""Birds""]",Rehabilitator,5.0,2024,"Central Park, Manhattan, NY"
2024-04-19 12:15:00,Brooklyn,American Veterans Memorial Pier,On the Pier,brant goose,Native,Injured,"[""Birds""]",Rehabilitator,1.0,2024,"American Veterans Memorial Pier, Brooklyn, NY"
2024-04-18 15:30:00,Brooklyn,Lew Fiddler Park,On the beach,mute swan,Invasive,Unhealthy,"[""Birds""]",Unfounded,0.0,2024,"Lew Fiddler Park, Brooklyn, NY"
2024-04-18 12:00:00,Brooklyn,Prospect Park,Prospect Park Circle SW,canada goose,Native,Unhealthy,"[""Birds""]",Rehabilitator,1.0,2024,"Prospect Park, Brooklyn, NY"
2024-04-18 10:30:00,Manhattan,Central Park,Conservatory water,mallard,Native,Healthy,"[""Birds""]",Relocated/Condition Corrected,6.0,2024,"Central Park, Manhattan, NY"
2024-04-17 14:20:00,Manhattan,Central Park,"North woods (40.7942654, -73.9577994)",raccoon,Native,DOA,"[""Small Mammals-RVS""]",Relocated/Condition Corrected,1.0,2024,"Central Park, Manhattan, NY"
2024-04-17 08:00:00,Queens,Alley Pond Park,Oakland Lake,mute swan,Invasive,Injured,"[""Birds""]",Unfounded,0.0,2024,"Alley Pond Park, Queens, NY"
2024-04-16 16:20:00,Manhattan,Central Park,"Near Great Lawn, by the swingsets and pinetum",penguin (unknown),Exotic,Healthy,"[""Birds""]",Unfounded,0.0,2024,"Central Park, Manhattan, NY"
2024-04-16 12:15:00,Bronx,Crotona Park,Fulton Street and Crotona Park North,chicken,Domestic,Healthy,"[""Domestic"",""Birds""]",ACC,1.0,2024,"Crotona Park, Bronx, NY"
2024-04-16 09:50:00,Bronx,Watson Gleason Playground,Tied to a fence,dog,Domestic,Injured,"[""Domestic""]",ACC,1.0,2024,"Watson Gleason Playground, Bronx, NY"
2024-04-15 16:00:00,Manhattan,Central Park,"E85th Street, and Bridle Path, near eastern fence",raccoon,Native,Injured,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Central Park, Manhattan, NY"
2024-04-15 12:30:00,Manhattan,Central Park,"W90th Street Entrance, at base of English Elm tree within fenced-in lawn",raccoon,Native,Healthy,"[""Small Mammals-RVS""]",Advised/Educated others,1.0,2024,"Central Park, Manhattan, NY"
2024-04-15 14:50:00,Queens,Alley Pond Park,Oakland Lake,common snapping turtle,Native,Healthy,"[""Terrestrial Reptile or Amphibian""]",Relocated/Condition Corrected,1.0,2024,"Alley Pond Park, Queens, NY"
2024-04-14 08:00:00,Manhattan,Sara D. Roosevelt Park,Central Communications Building,raccoon,Native,Healthy,"[""Small Mammals-RVS""]",Relocated/Condition Corrected,1.0,2024,"Sara D. Roosevelt Park, Manhattan, NY"
2024-04-15 19:00:00,Brooklyn,Marine Park,Salt Marsh Nature Center,squirrel,Native,Healthy,"[""Small Mammals-non RVS""]",Rehabilitator,1.0,2024,"Marine Park, Brooklyn, NY"
2024-04-14 22:42:00,Bronx,Van Cortlandt Park,Hester and Piero's Mill Pond,canada goose,Native,Injured,"[""Birds""]",Rehabilitator,1.0,2024,"Van Cortlandt Park, Bronx, NY"
2024-04-14 14:00:00,Staten Island,Silver Lake Park,On a nest under the Silver Lakes Golf Course sign,turkey,Native,Injured,"[""Birds""]",ACC,1.0,2024,"Silver Lake Park, Staten Island, NY"
2024-04-14 11:20:00,Staten Island,Arden Woods,"40°33'24.8""N 74°11'41.0""W",raccoon,Native,Healthy,"[""Small Mammals-RVS""]",ACC,5.0,2024,"Arden Woods, Staten Island, NY"
2024-04-14 11:00:00,Bronx,Crotona Park,Near the Nature Center,squirrel,Native,DOA,"[""Small Mammals-non RVS""]",Relocated/Condition Corrected,1.0,2024,"Crotona Park, Bronx, NY"
2024-04-13 11:00:00,Staten Island,Snug Harbor Cultural Center,Fillmore Street entrance parking lot,eastern screech owl,Native,Healthy,"[""Raptors""]",Rehabilitator,2.0,2024,"Snug Harbor Cultural Center, Staten Island, NY"
2024-04-12 16:00:00,Staten Island,Allison Pond Park,pond,canada goose,Native,Healthy,"[""Birds""]",Released back into Park after Rehabilitation,1.0,2024,"Allison Pond Park, Staten Island, NY"
2024-04-12 16:00:00,Manhattan,Washington Square Park,By the children's playground,dog,Domestic,Healthy,"[""Domestic""]",ACC,1.0,2024,"Washington Square Park, Manhattan, NY"
2024-04-12 13:40:00,Queens,Rockaway Beach and Boardwalk,In the vicinity of B134-B137 St on the Beach,northern gannett,Native,Unhealthy,"[""Birds""]",Rehabilitator,1.0,2024,"Rockaway Beach and Boardwalk, Queens, NY"
2024-04-12 09:05:00,Queens,Flushing Meadows Corona Park,Pat Dolan trail; Bird blind,domestic rabbit,Domestic,,"[""Domestic"",""Small Mammals-non RVS""]",Monitored Animal,1.0,2024,"Flushing Meadows Corona Park, Queens, NY"
2024-04-11 12:00:00,Manhattan,Central Park,Small field directly East of the 79th Street Yard,raccoon,Native,Healthy,"[""Small Mammals-RVS""]",Relocated/Condition Corrected,1.0,2024,"Central Park, Manhattan, NY"
2024-04-11 12:00:00,Manhattan,Central Park,Conservatory Waters,little brown bat,Native,,"[""Small Mammals-RVS""]",Relocated/Condition Corrected,1.0,2024,"Central Park, Manhattan, NY"
2024-04-10 10:00:00,Brooklyn,Prospect Park,Terrace Bridge,raccoon,Native,Unhealthy,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Prospect Park, Brooklyn, NY"
2024-04-10 14:30:00,Queens,LaGuardia Landing Lights,dog run,dog,Domestic,Healthy,"[""Domestic""]",ACC,1.0,2024,"LaGuardia Landing Lights, Queens, NY"
2024-04-10 14:51:00,Queens,Cunningham Park,Inside the garage,eastern gray squirrel,Native,Healthy,"[""Small Mammals-non RVS""]",Relocated/Condition Corrected,1.0,2024,"Cunningham Park, Queens, NY"
2024-04-10 14:30:00,Manhattan,Central Park,The Mall,eastern gray squirrel,Native,Healthy,"[""Small Mammals-non RVS""]",Rehabilitator,1.0,2024,"Central Park, Manhattan, NY"
2024-04-09 15:30:00,Manhattan,Fort Washington Park,Fort Washington Park,deer,Native,,"[""Deer""]",Unfounded,0.0,2024,"Fort Washington Park, Manhattan, NY"
2024-04-09 09:00:00,Bronx,Bronx Park,Bronx River Forest,american woodcock,Native,Healthy,"[""Birds""]",Released back into Park after Rehabilitation,2.0,2024,"Bronx Park, Bronx, NY"
2024-04-09 11:00:00,Brooklyn,Potomac Playground,Sitting under the chess and checkers table,cat,Domestic,Healthy,"[""Domestic""]",ACC,1.0,2024,"Potomac Playground, Brooklyn, NY"
2024-04-09 08:50:00,Manhattan,Central Park,Central Park Reservoir North,eastern gray squirrel,Native,Injured,"[""Small Mammals-non RVS""]",Rehabilitator,3.0,2024,"Central Park, Manhattan, NY"
2024-04-09 17:00:00,Bronx,Crotona Park,Near Crotona Nature Center,eastern pheobe,Native,DOA,"[""Birds""]",Relocated/Condition Corrected,1.0,2024,"Crotona Park, Bronx, NY"
2024-04-07 22:11:00,Staten Island,Lemon Creek Park,at the end of Seguine Avenue located in the lagoon area by a small bridge and the path to the beach.,seal (unknown),Native,Unhealthy,"[""Marine Mammals-seals only""]",Rehabilitator,1.0,2024,"Lemon Creek Park, Staten Island, NY"
2024-04-08 11:33:00,Staten Island,Wolfe's Pond Park,Acme Pond,canada goose,Native,,"[""Birds""]",Unfounded,0.0,2024,"Wolfe's Pond Park, Staten Island, NY"
